Folio,Periodo,Genero,Region,Campus,Escuela,Programa_Ini,PrepaTEC,PAA,PNA,Edad,P_Beca,P_Prestamo,Life,PI,Experiencia,TOEFL,Promedio_Gr,Sueldo_Nominal,Sueldo_Real,,
GDLLEM1815W,FJ20,Mujer,RO,GDA,EN,LEM,NO,1367,86,23,0.00,0.00,Si,NO,No,600,85,18000,18565,,
PUEARQ1366PUE,FJ20,Mujer,RCS,PUE,EAAD,ARQ,NO,,,,0.00,0.00,Si,NO,No,543,,8500,8760,,
CSFIIS8922,FJ20,Mujer,RCM,CSF,EIC,IIS,NO,1369,98,24,0.00,0.00,Si,SI,No,633,88,6645,6849,,
CEMLMC3426S,FJ20,Mujer,RCM,CEM,EN,LMC,NO,1268,80,22,0.00,0.00,Si,SI,No,520,83,9000,9283,,
CEMLMC3408S,FJ20,Mujer,RCM,CEM,EN,LMC,NO,1468,78,23,0.00,0.15,Si,SI,No,550,85,6000,6188,,
CSFLMC9712,FJ20,Mujer,RCM,CSF,EN,LMC,NO,1212,81,24,0.00,0.00,Si,SI,No,550,90,23502,24222,,
PUELDI2648PUE,FJ20,Mujer,RCS,PUE,EAAD,LDI,NO,1261,91,23,0.50,0.00,Si,SI,No,550,87,7000,7220,,
QROLDI3163M,FJ20,Mujer,RCS,QRO,EAAD,LDI,NO,1409,74,22,0.00,0.00,Si,SI,No,550,82,15000,15459,,
QROLRI2214M,FJ20,Mujer,RCS,QRO,ECSG,LRI,NO,1328,90,23,0.30,0.30,Si,SI,No,550,91,14200,14635,,
PUELAE2617PUE,FJ20,Mujer,RCS,PUE,EN,LAE,NO,1211,86,23,0.00,0.00,Si,SI,No,550,88,10000,10314,,
QROLDE931M,FJ20,Mujer,RCS,QRO,EN,LCDE,NO,1228,81,23,0.00,0.00,Si,SI,No,573,87,10000,10314,,
MTYIIA457A,FJ20,Mujer,RM,MTY,EIC,IIA,NO,1369,96,24,0.00,0.00,Si,SI,No,590,86,48963,50500,,
MTYLIN441A,FJ20,Mujer,RM,MTY,EN,LIN,NO,1328,93,24,0.00,0.00,Si,SI,No,550,81,18800,19376,,
MTYARQ2678A,FJ20,Mujer,RM,MTY,EAAD,ARQ,NO,1409,94,23,0.60,0.00,Si,SI,No,550,94,10000,10314,,
MTYIC531A,FJ20,Mujer,RM,MTY,EIC,IC,NO,1469,98,23,0.25,0.00,Si,SI,No,550,95,22000,22691,,
CCMLDI2739Q,FJ20,Mujer,RCM,CCM,EAAD,LDI,SI,1657,80,24,0.00,0.40,Si,NO,No,613,77,12000,12368,,
CEMLAD3304S,FJ20,Mujer,RCM,CEM,EAAD,LAD,SI,1566,87,22,0.00,0.00,Si,NO,No,650,94,8000,8251,,
CCMLRI2817Q,FJ20,Mujer,RCM,CCM,ECSG,LRI,SI,1559,85,23,0.10,0.10,Si,NO,No,610,93,12000,12377,,
CSFLEF8372,FJ20,Mujer,RCM,CSF,ECSG,LEF,SI,1674,84,22,0.00,0.00,Si,NO,No,607,85,14000,14440,,
CEMLEM3179S,FJ20,Mujer,RCM,CEM,EN,LEM,SI,1386,74,25,0.45,0.45,Si,NO,No,550,86,18000,18481,,
QROLAD1771M,FJ20,Mujer,RCS,QRO,EAAD,LAD,SI,1625,85,24,0.25,0.25,Si,NO,No,557,92,20000,20534,,
PUELCD1355PUE,FJ20,Mujer,RCS,PUE,EHE,LCMD,SI,1498,76,25,0.00,0.00,Si,NO,No,550,92,5000,5153,,
MTYLRI1063A,FJ20,Mujer,RM,MTY,ECSG,LRI,SI,1656,91,23,0.35,0.25,Si,NO,No,613,94,10100,10417,,
GDLLIN1338W,FJ20,Mujer,RO,GDA,EN,LIN,SI,1295,78,25,0.00,0.00,Si,NO,No,550,84,7000,7214,,
GDLLLN1157W,FJ20,Mujer,RO,GDA,EN,LLN,SI,1283,79,24,0.00,0.40,Si,NO,No,550,81,17000,17534,,
CCMLRI2916Q,FJ20,Mujer,RCM,CCM,ECSG,LRI,SI,1558,86,23,0.25,0.00,Si,NO,No,567,93,12000,12377,,
CCMLCD2852Q,FJ20,Mujer,RCM,CCM,EHE,LCMD,SI,1322,78,23,0.00,0.00,Si,SI,No,567,87,10000,10314,,
CCMIBT774Q,FJ20,Mujer,RCM,CCM,EIC,IBT,SI,1391,85,27,0.00,0.00,Si,SI,No,640,92,12000,12377,,
QROLAF1837M,FJ20,Mujer,RCS,QRO,EN,LAF,SI,1519,95,23,0.60,0.00,Si,SI,No,587,92,15300,15769,,
MTYLED1049A,FJ20,Mujer,RM,MTY,ECSG,LED,SI,1385,84,23,0.00,0.00,Si,SI,No,590,89,12000,12368,,
MTYLAE2333A,FJ20,Mujer,RM,MTY,EN,LAE,SI,1258,80,23,0.00,0.00,Si,SI,No,550,89,16000,16427,,
MTYLAE3457A,FJ20,Mujer,RM,MTY,EN,LAE,SI,1462,79,23,0.25,0.00,Si,SI,No,583,89,15000,15459,,
GDLCPF2021W,FJ20,Mujer,RO,GDA,EN,LCPF,SI,1478,89,24,0.00,0.00,Si,SI,No,623,88,6000,6184,,
CEMARQ3359S,FJ20,Mujer,RCM,CEM,EAAD,ARQ,NO,1365,96,22,0.25,0.25,Si,NO,Sí,537,91,13800,14169,,
CEMLCD3177S,FJ20,Mujer,RCM,CEM,EHE,LCMD,NO,1304,84,24,0.20,0.20,Si,NO,Sí,550,93,23000,23614,,
CEMLCD3421S,FJ20,Mujer,RCM,CEM,EHE,LCMD,NO,1307,93,22,0.00,0.30,Si,NO,Sí,550,90,10500,10830,,
CCMIIS3981Q,FJ20,Mujer,RCM,CCM,EIC,IIS,NO,1329,80,24,0.00,0.25,Si,NO,Sí,550,87,12000,12377,,
CEMIBT3236S,FJ20,Mujer,RCM,CEM,EIC,IBT,NO,1497,98,22,0.60,0.10,Si,NO,Sí,550,90,23600,24341,,
CEMIIS3314S,FJ20,Mujer,RCM,CEM,EIC,IIS,NO,1303,93,23,0.00,0.00,Si,NO,Sí,550,84,7100,7317,,
CEMIMT2356S,FJ20,Mujer,RCM,CEM,EIC,IMT,NO,1391,99,23,0.25,0.25,Si,NO,Sí,550,90,13000,13398,,
CCMCPF3951Q,FJ20,Mujer,RCM,CCM,EN,LCPF,NO,1398,80,22,0.00,0.00,Si,NO,Sí,550,81,23000,23704,,
CCMLAF3968Q,FJ20,Mujer,RCM,CCM,EN,LAF,NO,1505,90,,0.20,0.00,Si,NO,Sí,593,89,35000,36099,,
CEMLMC3338S,FJ20,Mujer,RCM,CEM,EN,LMC,NO,1043,90,24,0.00,0.00,Si,NO,Sí,550,83,7000,7187,,
QROARQ1901M,FJ20,Mujer,RCS,QRO,EAAD,ARQ,NO,,,,0.00,0.00,Si,NO,Sí,550,,10000,10306,,
QROLDI1766M,FJ20,Mujer,RCS,QRO,EAAD,LDI,NO,1355,87,25,0.15,0.35,Si,NO,Sí,563,89,10000,10306,,
PUEIDS2594PUE,FJ20,Mujer,RCS,PUE,EIC,IDS,NO,1288,77,25,0.00,0.00,Si,NO,Sí,550,83,25000,25785,,
QROIA4115M,FJ20,Mujer,RCS,QRO,EIC,IA,NO,,,,0.00,0.00,Si,NO,Sí,550,,8000,8245,,
QROIA4133M,FJ20,Mujer,RCS,QRO,EIC,IA,NO,1324,87,23,0.10,0.10,Si,NO,Sí,550,91,11000,11337,,
QROIC4021M,FJ20,Mujer,RCS,QRO,EIC,IC,NO,1269,84,24,0.15,0.35,Si,NO,Sí,580,88,9000,9283,,
QROIMA1913M,FJ20,Mujer,RCS,QRO,EIC,IMA,NO,,,,0.00,0.00,Si,NO,Sí,550,,29000,29911,,
PUELAE1382PUE,FJ20,Mujer,RCS,PUE,EN,LAE,NO,,,,0.00,0.00,Si,NO,Sí,550,,34274,35324,,
PUELAE2504PUE,FJ20,Mujer,RCS,PUE,EN,LAE,NO,1199,87,27,0.00,0.00,Si,NO,Sí,550,85,8500,8760,,
PUELAE3641PUE,FJ20,Mujer,RCS,PUE,EN,LAE,NO,1302,83,,0.90,0.00,Si,NO,Sí,550,89,23000,23704,,
PUELAF078PUE,FJ20,Mujer,RCS,PUE,EN,LAF,NO,1257,88,24,0.00,0.00,Si,NO,Sí,550,83,18000,18551,,
PUELMC2670PUE,FJ20,Mujer,RCS,PUE,EN,LMC,NO,1370,94,23,0.50,0.00,Si,NO,Sí,550,93,16021,16524,,
QROCPF4045M,FJ20,Mujer,RCS,QRO,EN,LCPF,NO,1177,81,23,0.00,0.40,Si,NO,Sí,550,87,10000,10314,,
MTYLDI2229A,FJ20,Mujer,RM,MTY,EAAD,LDI,NO,1346,87,24,0.00,0.00,Si,NO,Sí,550,87,15000,15471,,
MTYLDI469A,FJ20,Mujer,RM,MTY,EAAD,LDI,NO,1400,97,23,0.15,0.15,Si,NO,Sí,557,93,18000,18565,,
MTYLDF335A,FJ20,Mujer,RM,MTY,ECSG,LDF,NO,1322,98,24,0.00,0.00,Si,NO,Sí,550,91,15000,15471,,
MTYLRI529A,FJ20,Mujer,RM,MTY,ECSG,LRI,NO,1340,96,22,0.25,0.00,Si,NO,Sí,603,94,8000,8245,,
MTYLLE356A,FJ20,Mujer,RM,MTY,EHE,LLE,NO,1339,87,23,0.00,0.30,Si,NO,Sí,600,82,16000,16490,,
MTYIBN297A,FJ20,Mujer,RM,MTY,EIC,IBN,NO,1186,92,26,0.00,0.25,Si,NO,Sí,550,86,10000,10314,,
MTYIIS478A,FJ20,Mujer,RM,MTY,EIC,IIS,NO,1457,94,23,0.00,0.00,Si,NO,Sí,550,94,59469,63844,,
MTYIMD556A,FJ20,Mujer,RM,MTY,EIC,IMD,NO,1464,95,23,0.00,0.30,Si,NO,Sí,550,87,15000,15401,,
MTYIMD507A,FJ20,Mujer,RM,MTY,EIC,IMD,NO,1535,99,24,0.60,0.00,Si,NO,Sí,600,89,25000,25785,,
MTYIMD634A,FJ20,Mujer,RM,MTY,EIC,IMD,NO,,,,0.00,0.00,Si,NO,Sí,603,,10000,10267,,
MTYINT388A,FJ20,Mujer,RM,MTY,EIC,INT,NO,1204,87,23,0.00,0.00,Si,NO,Sí,550,83,20000,20534,,
MTYIQP2205A,FJ20,Mujer,RM,MTY,EIC,IQP,NO,1451,97,24,0.00,0.00,Si,NO,Sí,550,88,32670,33671,,
MTYITC480A,FJ20,Mujer,RM,MTY,EIC,ITC,NO,1253,91,24,0.00,0.00,Si,NO,Sí,550,85,19000,19597,,
MTYITC592A,FJ20,Mujer,RM,MTY,EIC,ITC,NO,1462,93,23,0.04,0.00,Si,NO,Sí,550,90,18500,19081,,
MTYITC460A,FJ20,Mujer,RM,MTY,EIC,ITC,NO,1561,96,23,0.70,0.00,Si,NO,Sí,550,94,22000,22588,,
MTYCPF409A,FJ20,Mujer,RM,MTY,EN,LCPF,NO,1306,91,24,0.00,0.00,Si,NO,Sí,550,87,17000,17534,,
MTYLAF2310A,FJ20,Mujer,RM,MTY,EN,LAF,NO,1365,91,23,0.20,0.20,Si,NO,Sí,550,93,21500,22175,,
MTYLEM1215A,FJ20,Mujer,RM,MTY,EN,LEM,NO,1309,95,23,0.30,0.30,Si,NO,Sí,550,90,20000,20613,,
MTYLIN358A,FJ20,Mujer,RM,MTY,EN,LIN,NO,1246,91,24,0.00,0.00,Si,NO,Sí,550,92,55000,56727,,
MTYLIN615A,FJ20,Mujer,RM,MTY,EN,LIN,NO,1308,86,22,0.55,0.25,Si,NO,Sí,550,91,0,0,,
MTYLIN030A,FJ20,Mujer,RM,MTY,EN,LIN,NO,1343,97,23,0.00,0.00,Si,NO,Sí,550,90,15000,15459,,
MTYLPM371A,FJ20,Mujer,RM,MTY,EN,LPM,NO,1273,90,24,0.00,0.00,Si,NO,Sí,600,90,18000,18551,,
MTYLPM376A,FJ20,Mujer,RM,MTY,EN,LPM,NO,1296,90,25,0.40,0.40,Si,NO,Sí,600,92,11500,11852,,
MTYLPO504A,FJ20,Mujer,RM,MTY,EN,LPO,NO,1304,90,22,0.30,0.40,Si,NO,Sí,550,90,10000,10314,,
MTYLPO1068A,FJ20,Mujer,RM,MTY,EN,LPO,NO,1361,86,22,0.10,0.10,Si,NO,Sí,603,90,17500,18036,,
GDLARQ2266W,FJ20,Mujer,RO,GDA,EAAD,ARQ,NO,1222,89,24,0.30,0.30,Si,NO,Sí,550,87,12500,12883,,
GDLLRI3843W,FJ20,Mujer,RO,GDA,ECSG,LRI,NO,1337,84,24,0.00,0.00,Si,NO,Sí,677,85,10000,10314,,
GDLIC3846W,FJ20,Mujer,RO,GDA,EIC,IC,NO,1411,97,23,0.35,0.35,Si,NO,Sí,550,90,14000,14374,,
GDLIID1192W,FJ20,Mujer,RO,GDA,EIC,IID,NO,1432,100,25,0.04,0.00,Si,NO,Sí,520,90,20000,20628,,
GDLIIS3769W,FJ20,Mujer,RO,GDA,EIC,IIS,NO,1516,87,24,0.25,0.40,Si,NO,Sí,677,88,15000,15459,,
GDLISC2094W,FJ20,Mujer,RO,GDA,EIC,ISC,NO,1216,95,23,0.15,0.25,Si,NO,Sí,580,88,24000,24641,,
GDLITE3854W,FJ20,Mujer,RO,GDA,EIC,ITE,NO,1391,96,23,0.20,0.30,Si,NO,Sí,677,89,23000,23722,,
GDLLAE3889W,FJ20,Mujer,RO,GDA,EN,LAE,NO,1155,85,23,0.00,0.00,Si,NO,Sí,570,87,12000,12368,,
GDLLDE3826W,FJ20,Mujer,RO,GDA,EN,LCDE,NO,1308,89,23,0.30,0.30,Si,NO,Sí,570,85,14100,14543,,
GDLLEM3912W,FJ20,Mujer,RO,GDA,EN,LEM,NO,1252,80,23,0.00,0.00,Si,NO,Sí,550,90,24320,25084,,
GDLLIN3604W,FJ20,Mujer,RO,GDA,EN,LIN,NO,1321,89,23,0.25,0.35,Si,NO,Sí,550,88,19600,20200,,
CSFLED40112,FJ20,Mujer,RCM,CSF,ECSG,LED,NO,1373,95,24,0.00,0.00,Si,NO,Sí,600,93,24000,24735,,
CCMLMC3939Q,FJ20,Mujer,RCM,CCM,EN,LMC,NO,1220,80,24,0.10,0.25,Si,NO,Sí,550,94,17000,17521,,
CSFLAF8862,FJ20,Mujer,RCM,CSF,EN,LAF,NO,1352,94,24,0.00,0.00,Si,NO,Sí,600,95,23000,23722,,
CSFLIN8792,FJ20,Mujer,RCM,CSF,EN,LIN,NO,1400,97,24,0.00,0.00,Si,NO,Sí,600,92,25000,25668,,
PUELDI2598PUE,FJ20,Mujer,RCS,PUE,EAAD,LDI,NO,1273,90,25,0.50,0.00,Si,NO,Sí,550,93,8000,8245,,
PUELRI2682PUE,FJ20,Mujer,RCS,PUE,ECSG,LRI,NO,1316,93,23,0.50,0.00,Si,NO,Sí,600,98,20000,20613,,
PUELAE088PUE,FJ20,Mujer,RCS,PUE,EN,LAE,NO,1362,100,23,0.45,0.25,Si,NO,Sí,550,97,13000,13398,,
PUELIN2858PUE,FJ20,Mujer,RCS,PUE,EN,LIN,NO,,,,0.00,0.00,Si,NO,Sí,550,,20100,20731,,
MTYIIS1067A,FJ20,Mujer,RM,MTY,EIC,IIS,NO,1475,94,21,0.50,0.00,Si,NO,Sí,647,97,25000,25785,,
GDLIMT3910W,FJ20,Mujer,RO,GDA,EIC,IMT,NO,1508,100,22,0.50,0.30,Si,NO,Sí,550,95,21000,21643,,
GDLISC4100W,FJ20,Mujer,RO,GDA,EIC,ISC,NO,1507,98,23,0.04,0.00,Si,NO,Sí,600,93,26000,26796,,
CCMARQ2351Q,FJ20,Mujer,RCM,CCM,EAAD,ARQ,NO,1161,88,,0.40,0.20,Si,SI,Sí,540,87,13000,13408,,
CEMLRI3399S,FJ20,Mujer,RCM,CEM,ECSG,LRI,NO,1383,80,23,0.00,0.00,Si,SI,Sí,570,83,12000,12368,,
CCMIBT2906Q,FJ20,Mujer,RCM,CCM,EIC,IBT,NO,1289,70,25,0.00,0.00,Si,SI,Sí,550,82,21000,21643,,
CCMIMT3718Q,FJ20,Mujer,RCM,CCM,EIC,IMT,NO,1403,90,23,0.20,0.00,Si,SI,Sí,520,87,10000,10267,,
CEMIIS3361S,FJ20,Mujer,RCM,CEM,EIC,IIS,NO,1498,94,23,0.00,0.00,Si,SI,Sí,567,84,17000,17534,,
CSFIIS8692,FJ20,Mujer,RCM,CSF,EIC,IIS,NO,1358,83,24,0.00,0.00,Si,SI,Sí,647,86,50000,51570,,
CSFITC9102,FJ20,Mujer,RCM,CSF,EIC,ITC,NO,1296,94,23,0.00,0.00,Si,SI,Sí,600,88,22000,22691,,
CSFITC9012,FJ20,Mujer,RCM,CSF,EIC,ITC,NO,1466,92,23,0.60,0.00,Si,SI,Sí,600,93,20000,20534,,
CCMCPF3963Q,FJ20,Mujer,RCM,CCM,EN,LCPF,NO,1193,80,22,0.00,0.00,Si,SI,Sí,573,85,43600,44969,,
CCMLAF2885Q,FJ20,Mujer,RCM,CCM,EN,LAF,NO,1277,74,26,0.00,0.00,Si,SI,Sí,520,84,25000,25785,,
CCMLMC3930Q,FJ20,Mujer,RCM,CCM,EN,LMC,NO,1167,80,23,0.00,0.00,Si,SI,Sí,540,91,26000,26796,,
CEMLAE3420S,FJ20,Mujer,RCM,CEM,EN,LAE,NO,1207,100,,0.35,0.25,Si,SI,Sí,520,94,12000,12377,,
CEMLAE1337S,FJ20,Mujer,RCM,CEM,EN,LAE,NO,1219,84,25,0.00,0.00,Si,SI,Sí,550,77,14000,14440,,
CSFLAE8702,FJ20,Mujer,RCM,CSF,EN,LAE,NO,1352,92,23,0.00,0.00,Si,SI,Sí,610,94,40000,41256,,
CSFLAE9352,FJ20,Mujer,RCM,CSF,EN,LAE,NO,1380,88,23,0.00,0.00,Si,SI,Sí,633,92,20000,20628,,
CSFLAE9912,FJ20,Mujer,RCM,CSF,EN,LAE,NO,1457,86,23,0.00,0.00,Si,SI,Sí,650,92,24000,24735,,
CSFLAF29212,FJ20,Mujer,RCM,CSF,EN,LAF,NO,1446,70,26,0.00,0.00,Si,SI,Sí,550,75,22000,22588,,
CSFLAF9762,FJ20,Mujer,RCM,CSF,EN,LAF,NO,1482,88,22,0.00,0.00,Si,SI,Sí,633,90,25000,25785,,
CSFLEM5792,FJ20,Mujer,RCM,CSF,EN,LEM,NO,1356,84,23,0.00,0.00,Si,SI,Sí,593,84,15000,15459,,
CSFLIN9372,FJ20,Mujer,RCM,CSF,EN,LIN,NO,1311,87,24,0.00,0.00,Si,SI,Sí,597,89,30000,30919,,
CSFLMC9172,FJ20,Mujer,RCM,CSF,EN,LMC,NO,1256,81,23,0.00,0.00,Si,SI,Sí,,89,15000,15459,,
CSFLMC9262,FJ20,Mujer,RCM,CSF,EN,LMC,NO,1270,87,23,0.00,0.00,Si,SI,Sí,550,92,22600,23310,,
CSFLMC11972,FJ20,Mujer,RCM,CSF,EN,LMC,NO,1284,70,30,0.00,0.00,Si,SI,Sí,550,87,0,0,,
CSFLMC8952,FJ20,Mujer,RCM,CSF,EN,LMC,NO,1209,86,24,0.15,0.15,Si,SI,Sí,557,92,20000,20613,,
CSFLMC9072,FJ20,Mujer,RCM,CSF,EN,LMC,NO,1168,85,24,0.00,0.00,Si,SI,Sí,583,92,15000,15459,,
CSFLMC9062,FJ20,Mujer,RCM,CSF,EN,LMC,NO,1224,90,23,0.00,0.00,Si,SI,Sí,583,85,20000,20613,,
CSFLMC9122,FJ20,Mujer,RCM,CSF,EN,LMC,NO,1256,83,24,0.00,0.00,Si,SI,Sí,597,88,12000,12368,,
QROLRI4053M,FJ20,Mujer,RCS,QRO,ECSG,LRI,NO,1413,88,23,0.30,0.30,Si,SI,Sí,550,92,16950,17482,,
PUEITC2644PUE,FJ20,Mujer,RCS,PUE,EIC,ITC,NO,1358,93,23,0.30,0.30,Si,SI,Sí,550,92,20000,20628,,
QROIBT4039M,FJ20,Mujer,RCS,QRO,EIC,IBT,NO,1412,86,25,0.30,0.30,Si,SI,Sí,550,92,40000,41256,,
QROIMT4041M,FJ20,Mujer,RCS,QRO,EIC,IMT,NO,1412,96,23,0.55,0.25,Si,SI,Sí,537,89,25000,25785,,
PUELIN2645PUE,FJ20,Mujer,RCS,PUE,EN,LIN,NO,1422,81,24,0.00,0.00,Si,SI,Sí,630,87,10000,10306,,
PUELMC413PUE,FJ20,Mujer,RCS,PUE,EN,LMC,NO,1489,93,23,0.35,0.25,Si,SI,Sí,597,88,20000,20613,,
QROLIN4076M,FJ20,Mujer,RCS,QRO,EN,LIN,NO,1277,92,24,0.15,0.25,Si,SI,Sí,550,92,15000,15459,,
QROLIN4084M,FJ20,Mujer,RCS,QRO,EN,LIN,NO,1296,83,24,0.00,0.00,Si,SI,Sí,550,88,10000,10306,,
QROLIN4128M,FJ20,Mujer,RCS,QRO,EN,LIN,NO,1328,90,24,0.00,0.00,Si,SI,Sí,550,92,14689,15081,,
MTYARQ3443A,FJ20,Mujer,RM,MTY,EAAD,ARQ,NO,1468,89,24,0.00,0.00,Si,SI,Sí,627,87,16000,16490,,
MTYLDF1071A,FJ20,Mujer,RM,MTY,ECSG,LDF,NO,1400,87,22,0.15,0.15,Si,SI,Sí,627,90,14000,14429,,
MTYLEC2683A,FJ20,Mujer,RM,MTY,ECSG,LEC,NO,1458,91,23,0.60,0.00,Si,SI,Sí,550,90,20000,20613,,
MTYLEC368A,FJ20,Mujer,RM,MTY,ECSG,LEC,NO,1310,94,24,0.00,0.00,Si,SI,Sí,677,84,24000,24754,,
MTYLEC695A,FJ20,Mujer,RM,MTY,ECSG,LEC,NO,1448,82,23,0.20,0.00,Si,SI,Sí,677,91,40418,41688,,
MTYLRI429A,FJ20,Mujer,RM,MTY,ECSG,LRI,NO,1287,92,23,0.00,0.00,Si,SI,Sí,550,94,16000,16502,,
MTYLRI495A,FJ20,Mujer,RM,MTY,ECSG,LRI,NO,1381,87,23,0.00,0.00,Si,SI,Sí,587,90,17000,17521,,
MTYLRI3681A,FJ20,Mujer,RM,MTY,ECSG,LRI,NO,1351,80,23,0.00,0.00,Si,SI,Sí,600,89,52880,54499,,
MTYIC601A,FJ20,Mujer,RM,MTY,EIC,IC,NO,1496,95,23,0.15,0.15,Si,SI,Sí,600,91,15000,15459,,
MTYIDS477A,FJ20,Mujer,RM,MTY,EIC,IDS,NO,1321,95,24,0.10,0.10,Si,SI,Sí,550,90,25000,25766,,
MTYIDS427A,FJ20,Mujer,RM,MTY,EIC,IDS,NO,1391,90,24,0.15,0.15,Si,SI,Sí,583,91,26000,26817,,
MTYIDS512A,FJ20,Mujer,RM,MTY,EIC,IDS,NO,1500,90,23,0.00,0.00,Si,SI,Sí,617,91,17000,17534,,
MTYIIA490A,FJ20,Mujer,RM,MTY,EIC,IIA,NO,1219,81,23,0.00,0.00,Si,SI,Sí,550,85,20500,21048,,
MTYIIA1754A,FJ20,Mujer,RM,MTY,EIC,IIA,NO,1487,95,22,0.50,0.00,Si,SI,Sí,583,90,12000,12368,,
MTYIIS449A,FJ20,Mujer,RM,MTY,EIC,IIS,NO,1318,94,23,0.15,0.15,Si,SI,Sí,557,91,30000,30942,,
MTYIIS516A,FJ20,Mujer,RM,MTY,EIC,IIS,NO,1417,95,23,0.30,0.30,Si,SI,Sí,577,93,22000,22674,,
MTYIQA659A,FJ20,Mujer,RM,MTY,EIC,IQA,NO,1237,97,22,0.00,0.00,Si,SI,Sí,550,86,24000,24735,,
MTYITC541A,FJ20,Mujer,RM,MTY,EIC,ITC,NO,1564,98,23,0.80,0.00,Si,SI,Sí,600,91,13000,13398,,
MTYLAE725A,FJ20,Mujer,RM,MTY,EN,LAE,NO,1351,90,25,0.00,0.00,Si,SI,Sí,610,89,39170,40370,,
MTYLAF2666A,FJ20,Mujer,RM,MTY,EN,LAF,NO,1301,83,24,0.00,0.00,Si,SI,Sí,550,86,23400,24135,,
MTYLEM503A,FJ20,Mujer,RM,MTY,EN,LEM,NO,1390,91,22,0.20,0.20,Si,SI,Sí,600,91,15000,15459,,
MTYLEM1397A,FJ20,Mujer,RM,MTY,EN,LEM,NO,1490,93,24,0.90,0.00,Si,SI,Sí,607,96,50883,52481,,
MTYLEM591A,FJ20,Mujer,RM,MTY,EN,LEM,NO,1280,91,23,0.10,0.00,Si,SI,Sí,617,87,7000,7214,,
MTYLEM552A,FJ20,Mujer,RM,MTY,EN,LEM,NO,1457,98,23,0.00,0.00,Si,SI,Sí,677,93,15000,15471,,
MTYLIN1580A,FJ20,Mujer,RM,MTY,EN,LIN,NO,1228,82,24,0.00,0.00,Si,SI,Sí,550,82,24000,24735,,
MTYLIN584A,FJ20,Mujer,RM,MTY,EN,LIN,NO,1322,92,23,0.00,0.00,Si,SI,Sí,550,86,30000,30942,,
MTYLIN662A,FJ20,Mujer,RM,MTY,EN,LIN,NO,1289,83,23,0.00,0.00,Si,SI,Sí,620,84,19500,20021,,
MTYLPO483A,FJ20,Mujer,RM,MTY,EN,LPO,NO,1356,91,22,0.00,0.00,Si,SI,Sí,577,91,15000,15471,,
MTYLPO401A,FJ20,Mujer,RM,MTY,EN,LPO,NO,1335,92,25,0.00,0.00,Si,SI,Sí,600,92,15000,15459,,
MTYLPO1022A,FJ20,Mujer,RM,MTY,EN,LPO,NO,1355,81,24,0.00,0.00,Si,SI,Sí,607,84,16000,16502,,
GDLARQ3859W,FJ20,Mujer,RO,GDA,EAAD,ARQ,NO,1423,83,22,0.15,0.15,Si,SI,Sí,600,91,8000,8214,,
GDLLED3909W,FJ20,Mujer,RO,GDA,ECSG,LED,NO,1419,86,22,0.00,0.00,Si,SI,Sí,,94,12500,12883,,
GDLLED3780W,FJ20,Mujer,RO,GDA,ECSG,LED,NO,1447,95,23,0.00,0.00,Si,SI,Sí,630,91,10965,11309,,
GDLIBT4094W,FJ20,Mujer,RO,GDA,EIC,IBT,NO,1401,96,22,0.00,0.00,Si,SI,Sí,550,89,15000,15471,,
GDLIIS3771W,FJ20,Mujer,RO,GDA,EIC,IIS,NO,1386,90,23,0.40,0.20,Si,SI,Sí,567,91,22000,22691,,
GDLCPF2265W,FJ20,Mujer,RO,GDA,EN,LCPF,NO,1362,95,23,0.00,0.00,Si,SI,Sí,550,91,12000,12368,,
GDLLAE3832W,FJ20,Mujer,RO,GDA,EN,LAE,NO,1202,90,23,0.00,0.00,Si,SI,Sí,550,90,9000,9240,,
GDLLEM940W,FJ20,Mujer,RO,GDA,EN,LEM,NO,1183,87,23,0.10,0.20,Si,SI,Sí,550,83,8000,8251,,
CEMLRI3355S,FJ20,Mujer,RCM,CEM,ECSG,LRI,NO,1531,97,23,0.70,0.00,Si,SI,Sí,550,93,24600,25373,,
CCMIMD3931Q,FJ20,Mujer,RCM,CCM,EIC,IMD,NO,1464,90,22,0.90,0.00,Si,SI,Sí,593,95,14000,14374,,
CCMITC3933Q,FJ20,Mujer,RCM,CCM,EIC,ITC,NO,1540,90,24,0.90,0.00,Si,SI,Sí,667,95,210540,217152,,
CSFIDS8852,FJ20,Mujer,RCM,CSF,EIC,IDS,NO,1310,97,24,0.00,0.00,Si,SI,Sí,577,92,27000,27848,,
CEMLEM3356S,FJ20,Mujer,RCM,CEM,EN,LEM,NO,1401,90,23,0.20,0.20,Si,SI,Sí,580,93,22000,22674,,
CSFLAE9882,FJ20,Mujer,RCM,CSF,EN,LAE,NO,1478,90,24,0.00,0.00,Si,SI,Sí,650,93,20000,20613,,
CSFLMC8882,FJ20,Mujer,RCM,CSF,EN,LMC,NO,1262,93,23,0.90,0.00,Si,SI,Sí,600,97,25000,25766,,
CSFLMC9552,FJ20,Mujer,RCM,CSF,EN,LMC,NO,1351,91,25,0.00,0.00,Si,SI,Sí,677,94,1,1,,
PUELRI2649PUE,FJ20,Mujer,RCS,PUE,ECSG,LRI,NO,1359,99,23,0.50,0.00,Si,SI,Sí,550,94,15000,15471,,
