Folio,Periodo,Nivel,PrepaTEC,Escuela,Genero,Edad,Foraneo,FGS,Rubrica_CyE,PromMate,Ingles,FTE,P_Beca,P_Prestamo,HijoMilitar,Prog_Lider,Retencion1erA,Prom1erSem,Prom2doSem,Prom1erA
BCHEJHKG,AD19,Profesional,NO,EIC,Masculino,18.21944444,Local,No,48,NA,2,1,0,0,NO,NO,1,84.75,81,82.66666667
BCHEJHKI,AD19,Profesional,NO,EN,Masculino,18.26666667,Local,No,50,NA,6,0.9375,0.8,0,NO,NO,1,86,91.25,88.63636364
BCHEJHKJ,AD19,Profesional,NO,EN,Femenino,18.69166667,SI: Nacional,No,50,NA,6,1,0,0,NO,NO,1,86.5,89.5,88.77777778
BCHEJHKK,AD19,Profesional,NO,EAAD-EIC,Masculino,18.82222222,SI: Nacional,No,40,NA,4,1,0.8,0,NO,NO,1,77,78.85714286,75.3125
BCHEJIBB,AD19,Profesional,NO,ECSG,Femenino,18.81388889,Local,No,36,NA,3,1,0,0,NO,NO,1,83.85714286,92.125,88.69444444
BCHEJIBC,AD19,Profesional,NO,EN,Femenino,17.71111111,Local,No,34,NA,6,0.666666667,0,0,NO,NO,1,90.83333333,91,91.06060606
BCHEJIBD,AD19,Profesional,NO,EIC,Femenino,20.26111111,Local,No,34,NA,6,1,0.2,0,NO,NO,1,85.25,87.875,87.29411765
BCHEJIBE,AD19,Profesional,NO,EHE-EAAD,Masculino,21.51111111,Local,No,31,NA,6,1,0,0,NO,NO,1,87.66666667,89.16666667,88.41666667
BCHEJIBF,AD19,Profesional,NO,EIC,Masculino,18.01388889,Local,Sí,29,NA,3,1,0,0,NO,NO,0,84.125,0,84.77777778
BCHEJIBG,AD19,Profesional,NO,EN,Femenino,18.53055556,SI: Nacional,Sí,26,NA,4,0.833333333,0,0,NO,NO,1,81.33333333,79.8,82.54545455
BCHEJIBH,AD19,Profesional,NO,EN,Masculino,18.54722222,Local,Sí,23,NA,1,1,0,0,NO,NO,1,87.1,89.55555556,88.51515152
BCHEJIBI,AD19,Profesional,NO,EN,Femenino,19.76388889,Local,Sí,50,NA,4,1,0,0,NO,NO,1,83.5,91.7,89.11111111
BCHEJIBK,AD19,Profesional,NO,EN,Masculino,19.68055556,SI: Nacional,No,29,NA,6,1,0,0,NO,NO,0,52,43.16666667,53.57692308
BCHEJICC,AD19,Profesional,NO,EMCS,Femenino,20.6,SI: Nacional,No,44,NA,2,1.104166667,0,0,NO,NO,1,79.66666667,84.66666667,84.45
BCHEJICD,AD19,Profesional,NO,EMCS,Masculino,18.50555556,Local,No,36,NA,6,1,0,0,NO,NO,0,70.5,0,70.5
BCHEJICF,AD19,Profesional,NO,EMCS,Femenino,18.21944444,SI: Extranjero,No,50,NA,6,1,0,0,NO,NO,1,73.9,89.5,86.9
BCHEJICH,AD19,Profesional,NO,EIC,Masculino,19.33611111,Local,No,38,NA,6,1,0,0,NO,NO,1,85,89.77777778,87.52777778
BCHEJIFE,AD19,Profesional,NO,EIC,Femenino,18.66944444,SI: Nacional,No,50,NA,3,1,0,0,NO,NO,1,91.42857143,91.77777778,92.77777778
BCHEJIFH,AD19,Profesional,NO,EHE-EAAD,Masculino,18.15277778,Local,Sí,48,NA,6,1,0,0,NO,NO,1,86.33333333,89.5,87.91666667
BCHEJIFI,AD19,Profesional,NO,EIC,Masculino,19.68333333,Local,No,44,NA,6,1,0,0,NO,NO,1,87.75,86.66666667,87.77777778
BCHEJIGB,AD19,Profesional,NO,EN,Femenino,18.17222222,SI: Nacional,Sí,40,NA,6,1,0,0,NO,NO,1,90.88888889,92.1,90.75
BCHEJIGC,AD19,Profesional,NO,EN,Masculino,21.28333333,Local,No,36,NA,1,1,0.8,0,NO,NO,1,83.5,86.375,86.09090909
BCHEJIGD,AD19,Profesional,NO,EN,Masculino,19.04444444,Local,No,36,NA,5,1,0,0,NO,NO,1,84.5,83.2,84.30555556
BCHEJIGE,AD19,Profesional,NO,EAAD-EIC,Masculino,18.89444444,Local,No,35,NA,4,1,0,0,NO,NO,1,63.57142857,86.14285714,73.27777778
BCHEJIGF,AD19,Profesional,NO,EN,Masculino,19.82222222,Local,No,35,NA,6,1,0,0,NO,NO,1,93,95.3,93.80555556
BCHEJIGH,AD19,Profesional,NO,EIC,Masculino,18.30277778,SI: Extranjero,Sí,34,NA,7,1,0,0,NO,NO,1,89.5,90.55555556,90.36111111
BCHEJIGI,AD19,Profesional,NO,EIC,Masculino,17.91944444,SI: Nacional,Sí,32,NA,2,0.770833333,0,0,NO,NO,1,82.83333333,88.14285714,87.5483871
BCHEJIGJ,AD19,Profesional,NO,EN,Femenino,18.70277778,SI: Extranjero,Sí,32,NA,6,0.833333333,0,0,NO,NO,1,92,88.7,91.54545455
BCHEJIGK,AD19,Profesional,NO,EN,Masculino,18.09166667,Local,Sin información,32,NA,6,1,0,0,NO,NO,1,87.33333333,89.5,88.08333333
BCHEJIHB,AD19,Profesional,NO,EIC,Femenino,19.90833333,Local,No,32,NA,6,1,0,0,NO,NO,0,44.5,0,47.11111111
BCHEJIHC,AD19,Profesional,NO,EN,Femenino,19.66388889,SI: Extranjero,Sin información,31,NA,6,1,0,0,NO,NO,1,93.9,93,93.69444444
BCHEJIHE,AD19,Profesional,NO,EIC,Femenino,18.22777778,Local,Sí,31,NA,2,1,0,0,NO,NO,1,85.2,82.5,81.5
BCHEJIHF,AD19,Profesional,NO,EIC,Masculino,18.86111111,Local,No,31,NA,6,1,0,0,NO,NO,1,65.28571429,0,#N/A
BCHEJIHG,AD19,Profesional,NO,EIC,Masculino,20.99444444,SI: Extranjero,Sí,28,NA,6,1,0,0,NO,NO,1,78.5,84,79.45833333
BCHEJIHH,AD19,Profesional,NO,EN,Femenino,18.57222222,Local,No,25,NA,6,1,0,0,NO,NO,1,89.9,94.4,92.63888889
BCHEJIHI,AD19,Profesional,NO,EHE-EAAD,Femenino,19.83611111,SI: Nacional,No,23,NA,5,1,0,0,NO,NO,1,89,93.16666667,91.08333333
BCHEJIHJ,AD19,Profesional,NO,EIC,Masculino,18.29444444,SI: Nacional,Sí,23,NA,6,1,0.35,0.25,NO,NO,1,91,93.66666667,92.27777778
BCHEJIHK,AD19,Profesional,NO,EIC,Masculino,18.48333333,Local,No,21,NA,4,1,0,0,NO,NO,1,75,57.6,67.92857143
BCHEJIIB,AD19,Profesional,NO,EIC,Masculino,18.74722222,SI: Nacional,No,19,NA,6,1,0,0,NO,NO,1,86.25,92.625,90.5
BCHEJIID,AD19,Profesional,NO,EIC,Masculino,17.85555556,SI: Nacional,No,19,NA,6,1,0,0,NO,NO,1,78.75,0,80.83333333
BCHEJIIE,AD19,Profesional,NO,EHE-EAAD,Femenino,18.09722222,Local,No,19,NA,2,1,0,0,SI,NO,1,90,89.83333333,89.91666667
BCHEJIIF,AD19,Profesional,NO,EN,Masculino,19.93055556,Local,No,48,NA,6,0.833333333,0,0,NO,NO,0,78,44.11111111,64.1
BCHEJIIG,AD19,Profesional,NO,EN,Masculino,18.36944444,Local,Sí,15,NA,4,1,0,0,NO,NO,1,85.5,86.5,88.11111111
BCHEJIIH,AD19,Profesional,NO,EIC,Masculino,19.88888889,SI: Nacional,Sí,11,NA,6,1,0,0,NO,NO,1,88.875,83.33333333,88.61111111
BCHEJIII,AD19,Profesional,NO,EIC,Femenino,18.03611111,SI: Extranjero,No,50,NA,4,1,0,0,NO,NO,1,91.25,92,91.25
BCHEJIIK,AD19,Profesional,NO,EHE-EAAD,Masculino,18.53055556,Local,No,40,NA,6,1,0.8,0,NO,NO,1,89.33333333,94.83333333,92.08333333
BCHEJIJB,AD19,Profesional,NO,EN,Masculino,18.72222222,SI: Nacional,No,38,NA,4,0.9375,0,0,NO,NO,0,80.7,85.1,83.41666667
BCHEJIJC,AD19,Profesional,NO,EN,Masculino,20.23333333,Local,No,38,NA,6,1,0,0,NO,NO,1,84.4,83.5,84.41666667
BCHEJIJD,AD19,Profesional,NO,EN,Masculino,19.22777778,SI: Nacional,No,36,NA,3,1,0.8,0,NO,NO,1,77.8,82.2,81.48648649
BCHEJIJE,AD19,Profesional,NO,ECSG,Femenino,19.16111111,Local,Sí,35,NA,4,1,0,0,NO,NO,1,91.14285714,95,93.13888889
BCHEJIJF,AD19,Profesional,NO,EHE-EAAD,Femenino,18.55,SI: Nacional,No,34,NA,5,1,0,0,NO,NO,1,89.83333333,88.83333333,89.33333333
BCHEJIJG,AD19,Profesional,NO,EN,Masculino,17.88333333,SI: Nacional,No,34,NA,4,0.833333333,0,0,NO,NO,1,78.11111111,83.4,83.06060606
BCHEJIJI,AD19,Profesional,NO,EHE-EAAD,Femenino,19.68611111,Local,No,50,NA,6,1,0,0,NO,NO,1,88.83333333,97.33333333,93.08333333
BCHEJIJJ,AD19,Profesional,NO,EHE-EAAD,Femenino,18.46111111,Local,No,31,NA,3,1,0,0,NO,NO,1,92.5,96.5,94.5
BCHEJIJK,AD19,Profesional,NO,EHE-EAAD,Femenino,18.54444444,Local,No,29,NA,6,1,0,0,NO,NO,1,93.33333333,87.33333333,90.33333333
BCHEJIKB,AD19,Profesional,NO,EHE-EAAD,Femenino,18.71666667,SI: Nacional,No,27,NA,1,1,0,0,NO,NO,0,85.66666667,93.83333333,89.75
BCHEJIKC,AD19,Profesional,NO,EN,Masculino,18.46666667,SI: Nacional,No,21,NA,2,1,0,0,NO,NO,1,83.7,88.1,87.55555556
BCHEJIKE,AD19,Profesional,NO,EAAD-EIC,Masculino,18.03055556,Local,No,40,NA,6,1,0.9,0,NO,NO,1,85,95.375,89.55555556
BCHEJIKF,AD19,Profesional,NO,EIC,Masculino,20.49444444,Local,No,46,NA,6,1,0,0,NO,NO,1,88.5,90.55555556,89.66666667
BCHEJIKG,AD19,Profesional,NO,EAAD-EIC,Femenino,19.48888889,Local,Sí,50,NA,1,1,0,0,NO,NO,0,43.71428571,22.75,32.42307692
BCHEJIKH,AD19,Profesional,NO,EIC,Femenino,18.93888889,Local,Sí,36,NA,6,1,0,0,NO,NO,1,75,51.88888889,65.33333333
BCHEJIKI,AD19,Profesional,NO,EMCS,Femenino,20.23888889,Local,Sí,37,NA,6,1.104166667,0,0,NO,NO,0,77.81818182,0,81.45
BCHEJIKK,AD19,Profesional,NO,EMCS,Masculino,18.35555556,Local,Sí,29,NA,5,1,0,0,NO,NO,0,100,0,100
BCHEJJBC,AD19,Profesional,NO,EMCS,Femenino,19.49166667,Local,No,36,NA,3,1.104166667,0,0,NO,NO,1,76.45454545,86.5,84.60526316
BCHEJJDH,AD19,Profesional,NO,EIC,Masculino,18.42777778,Local,No,44,NA,1,1,0.8,0,NO,NO,1,85.75,88.66666667,88.33333333
BCHEJJDI,AD19,Profesional,NO,EN,Masculino,18.38611111,Local,No,40,NA,4,1,0,0,NO,NO,0,53.875,0,57.82352941
BCHEJJDJ,AD19,Profesional,NO,EAAD-EIC,Femenino,18.24166667,Local,No,40,NA,6,1,0,0,NO,NO,1,89,93.42857143,91.75
BCHEJJDK,AD19,Profesional,NO,EN,Masculino,20.39722222,Local,No,36,NA,6,1,0,0,NO,NO,0,26.5,2.333333333,19.4
BCHEJJEB,AD19,Profesional,NO,EAAD-EIC,Masculino,19.33888889,Local,No,36,NA,6,0.333333333,0,0,NO,NO,0,85,0,85
BCHEJJEC,AD19,Profesional,NO,EAAD-EIC,Masculino,22.28055556,Local,Sí,36,NA,3,1,0,0,NO,NO,0,41.71428571,0,36.16666667
BCHEJJED,AD19,Profesional,NO,EIC,Femenino,18.76666667,Local,No,35,NA,1,1,0,0,NO,NO,1,80.875,88.66666667,85.13888889
BCHEJJEG,AD19,Profesional,NO,EHE-EAAD,Masculino,18.925,Local,No,30,NA,6,0.333333333,0,0,NO,NO,1,78.5,89.66666667,87
BCHEJJEH,AD19,Profesional,NO,EN,Masculino,21.90277778,Local,Sí,28,NA,6,1,0,0,NO,NO,0,7.1,0,9.388888889
BCHEJJEJ,AD19,Profesional,NO,EIC,Femenino,18.325,Local,Sí,25,NA,3,1,0,0,NO,NO,1,86.16666667,88.44444444,87.25
BCHEJJEK,AD19,Profesional,NO,EIC,Femenino,19.41111111,SI: Nacional,Sin información,23,NA,6,1,0,0,NO,NO,1,67.75,84.88888889,76.16666667
BCHEJJFB,AD19,Profesional,NO,EIC,Masculino,20.18333333,SI: Nacional,No,21,NA,6,1,0,0,NO,NO,0,23,0,28.5
BCHEJJFC,AD19,Profesional,NO,EIC,Masculino,18.50277778,Local,No,40,NA,6,1,0,0,NO,NO,1,80.14285714,79,79.28205128
BCHEJJFD,AD19,Profesional,NO,EN,Masculino,18.27222222,Local,No,50,NA,5,1,0,0,NO,NO,1,89.33333333,90.8,90.05555556
BCHEJJFE,AD19,Profesional,NO,EIC,Masculino,17.86111111,Local,No,17,NA,6,1,0,0,SI,NO,1,73.875,62.66666667,73.30555556
BCHEJJFF,AD19,Profesional,NO,ECSG,Femenino,17.98611111,SI: Nacional,No,50,NA,6,1,0,0,NO,NO,1,87.71428571,87.125,88.36111111
BCHEJJFG,AD19,Profesional,NO,EN,Femenino,18.075,Local,No,35,NA,6,1,0,0,NO,NO,1,87.7,90.2,89.63888889
BCHEJJFH,AD19,Profesional,NO,EN,Femenino,17.86388889,Local,No,34,NA,3,1,0,0,NO,NO,1,78.11111111,85.8,82.89189189
BCHEJJFI,AD19,Profesional,NO,EIC,Femenino,18.04166667,Local,Sí,27,NA,1,1,0,0,NO,NO,1,83.875,89.77777778,86.11111111
BCHEJJFJ,AD19,Profesional,NO,EN,Masculino,19.01666667,Local,Sí,23,NA,5,1,0,0,NO,NO,1,81.33333333,83.3,81.88888889
BCHEJJFK,AD19,Profesional,NO,EN,Masculino,18.19722222,Local,Sí,29,NA,5,1,0,0,NO,NO,1,77,74.6,71.86486486
BCHEJJGB,AD19,Profesional,NO,EIC,Masculino,19.45277778,Local,No,46,NA,2,0.770833333,0,0,NO,NO,1,78.5,78.28571429,76.64285714
BCHEJJGC,AD19,Profesional,NO,EIC,Masculino,18.64166667,Local,Sí,34,NA,6,1,0,0,NO,NO,1,68.875,75.77777778,73.63888889
BCHEJJGD,AD19,Profesional,NO,EIC,Femenino,18.51111111,Local,No,33,NA,3,1,0,0,NO,NO,1,82.125,86.55555556,84.75
BCHEJJGF,AD19,Profesional,NO,EMCS,Femenino,18.91944444,Local,No,42,NA,6,1,0,0,NO,NO,1,69.2,75.7,77.97222222
BCHEJJGG,AD19,Profesional,NO,EMCS,Femenino,18.31388889,SI: Nacional,No,40,NA,6,1.104166667,0,0,NO,NO,1,79.41666667,74,82.02631579
BCHEJJGH,AD19,Profesional,NO,EMCS,Femenino,17.91944444,SI: Nacional,No,44,NA,4,1,0,0,NO,NO,1,87.33333333,87.83333333,88.55555556
BCHEJJGI,AD19,Profesional,NO,EN,Masculino,18.53611111,Local,No,40,NA,3,1,0.8,0,NO,NO,1,69.22222222,56.2,61.45714286
BCHEJJHE,AD19,Profesional,NO,EN,Masculino,18.80277778,Local,No,40,NA,6,1,0,0,NO,NO,1,83.6,82.1,84.19444444
BCHEJJHF,AD19,Profesional,NO,EIC,Masculino,18.23333333,Local,Sí,30,NA,1,1,0,0,NO,NO,0,83.57142857,80,83.41666667
BCHEJJHH,AD19,Profesional,NO,EN,Masculino,18.48055556,Local,No,27,NA,6,1,0,0,NO,NO,1,79.2,77.77777778,79.69444444
BCHEJJHI,AD19,Profesional,NO,EN,Femenino,18.74166667,Local,Sí,21,NA,2,1,0,0,NO,NO,1,55.44444444,79,64.96875
BCHEJJHJ,AD19,Profesional,NO,EIC,Masculino,18.38333333,SI: Nacional,No,24,NA,1,1,0,0,NO,NO,1,86.875,84.66666667,85.11111111
BCHEJJHK,AD19,Profesional,NO,EHE-EAAD,Masculino,18.68055556,Local,No,40,NA,6,1,0,0,NO,NO,0,91.66666667,89,90.33333333
BCHEJJIB,AD19,Profesional,NO,ECSG,Femenino,19.93055556,Local,No,36,NA,6,1,0,0,NO,NO,0,88.85714286,88.8,89.18518519
BCHGBEHC,AD19,Profesional,SI,EIC,Masculino,19.83611111,Local,Sin información,,82.5,7,1,0,0,NO,NO,0,78.25,0,79.44444444
BCHGBEIK,AD19,Profesional,SI,EN,Femenino,19.3,Local,Sí,,85.5,7,1,0,0,NO,NO,1,91.9,92.2,92.02777778
BCHGBFCE,AD19,Profesional,SI,EN,Femenino,20.10277778,Local,No,,77.5,7,1,0.2,0.2,NO,NO,1,91.88888889,91.2,92.86111111
BCHGBFIC,AD19,Profesional,NO,EN,Masculino,19.97222222,Local,No,40,NA,6,1,0,0,NO,NO,1,81.5,84.63636364,82
BCHGBGJC,AD19,Profesional,SI,EN,Femenino,18.99166667,SI: Nacional,Sí,,76,7,1,0,0,NO,NO,1,77,88.6,83.11111111
BCHGBHBH,AD19,Profesional,SI,EHE-EAAD,Femenino,20.18055556,Local,No,,92,7,1,0.4,0,NO,NO,1,89.5,93.16666667,91.41666667
BCHGBHCI,AD19,Profesional,SI,EN,Masculino,20.13333333,Local,No,,82.5,7,1,0,0,NO,NO,1,88.1,88.22222222,88.15151515
BCHGBHHC,AD19,Profesional,SI,ECSG,Femenino,19.29444444,Local,No,,75,7,1,0,0,NO,NO,1,87.42857143,88.375,88.27777778
BCHGBHHG,AD19,Profesional,SI,EMCS,Masculino,19.66388889,Local,No,,65.5,7,1,0,0,NO,NO,1,88.57142857,57.3,87.5
BCHGBHHJ,AD19,Profesional,NO,EIC,Femenino,20.49166667,Local,No,31,NA,6,1,0,0,NO,NO,1,78.5,90,85.19444444
BCHGBHIF,AD19,Profesional,SI,EHE-EAAD,Femenino,18.88611111,Local,No,,85.5,7,1,0.25,0.25,NO,NO,1,91,92.83333333,91.91666667
BCHGBIBH,AD19,Profesional,SI,EIC,Masculino,19.33888889,Local,No,,87.5,7,1,0,0.25,NO,NO,1,91,92,91.91666667
BCHGBIED,AD19,Profesional,SI,EN,Masculino,19.17222222,Local,Sin información,,72,5,1,0.9,0,NO,NO,1,86.2,87.4,87.55555556
BCHGBIFH,AD19,Profesional,SI,EIC,Femenino,19.58611111,Local,Sí,,89,7,1,0,0,NO,NO,0,84.625,0,85.66666667
BCHGBIFK,AD19,Profesional,SI,EMCS,Femenino,20.10277778,SI: Nacional,No,50,85,7,1,0,0,NO,NO,1,93.5,90.6,93.05555556
BCHGBIGB,AD19,Profesional,SI,ECSG,Masculino,19.675,Local,No,29,73,7,1,0,0,NO,NO,1,88.66666667,86.625,87.75
BCHGBJDI,AD19,Profesional,SI,EHE-EAAD,Masculino,19.96666667,Local,No,,69.5,7,1,0,0,NO,NO,1,86.16666667,92.66666667,89.41666667
BCHGBJIB,AD19,Profesional,SI,EHE-EAAD,Masculino,19.78333333,Local,No,,66,7,1,0,0,NO,NO,0,76,0,76
BCHGBJJF,AD19,Profesional,SI,ECSG,Masculino,19.83888889,Local,Sí,,90,7,1,0.5,0,NO,NO,1,95.28571429,95.25,95.02777778
BCHGBJJI,AD19,Profesional,SI,ECSG,Masculino,19.47777778,Local,No,,81.5,7,1,0,0,NO,NO,1,91,91.5,91.72222222
BCHGBJKC,AD19,Profesional,SI,ECSG,Masculino,19.72222222,Local,No,,86,7,1,0,0,NO,NO,1,94.71428571,90.875,92.88888889
BCHGBKDI,AD19,Profesional,SI,EIC,Masculino,20.02777778,Local,Sí,,73.5,7,1,0.7,0,NO,NO,1,81.5,85,82.30555556
BCHGBKDJ,AD19,Profesional,SI,EN,Masculino,18.67222222,Local,No,35,75,7,1,0,0,NO,NO,1,88.7,92.77777778,90.75
BCHGBKEG,AD19,Profesional,SI,EMCS,Femenino,18.82777778,Local,No,40,75,7,1.104166667,0,0,NO,NO,1,77.58333333,81.7,84.36842105
BCHGCBGC,AD19,Profesional,SI,EN,Femenino,19.825,Local,No,,74.5,7,1,0.7,0,NO,NO,1,87.9,94.1,91.61111111
BCHGCBGJ,AD19,Profesional,SI,EIC,Masculino,19.12777778,Local,No,,74.5,7,1,0,0,NO,NO,1,69.625,82.6,77.21621622
BCHGCBKI,AD19,Profesional,SI,EIC,Masculino,20.15833333,Local,No,,72,7,1,0,0,NO,NO,1,66.375,71.55555556,68.58974359
BCHGCCCF,AD19,Profesional,SI,EMCS,Femenino,19.56388889,Local,No,42,93.5,7,1.104166667,0,0,NO,NO,1,91.25,88.75,92.21875
BCHGCCCH,AD19,Profesional,SI,EN,Masculino,19.73055556,Local,No,,71.5,7,1,0,0,NO,NO,1,90.7,91.2,92.02777778
BCHGCCFC,AD19,Profesional,SI,EHE-EAAD,Masculino,18.96111111,Local,No,,77,7,1,0,0,NO,NO,0,89.66666667,0,89.66666667
BCHGCCGB,AD19,Profesional,NO,EIC,Masculino,19.69166667,Local,No,30,NA,6,1,0.35,0.25,NO,NO,1,83,90.88888889,86.80555556
BCHGCCGG,AD19,Profesional,SI,EN,Masculino,18.63888889,Local,No,,72.5,5,1,0,0,NO,NO,1,89.7,89,88.69444444
BCHGCCHG,AD19,Profesional,SI,EN,Femenino,19.9,Local,No,,75.5,7,1,0,0,NO,NO,1,91,95.6,93.11111111
BCHGCCID,AD19,Profesional,SI,EMCS,Femenino,19.76388889,Local,No,,85,7,1,0,0,NO,NO,1,89,81.55555556,87.83333333
BCHGCDCK,AD19,Profesional,NO,EIC,Masculino,18.68611111,SI: Nacional,No,35,NA,6,0.708333333,0,0,NO,NO,1,58.42857143,61.3,64.5
BCHGCDEE,AD19,Profesional,SI,EN,Femenino,19.94166667,Local,No,,91,7,1,0,0,NO,NO,1,92.8,88.4,91
BCHGCDFJ,AD19,Profesional,SI,EIC,Masculino,18.91944444,Local,No,,77.5,7,1,0,0,NO,NO,1,74.625,82.375,77.57575758
BCHGCDKJ,AD19,Profesional,SI,EIC,Femenino,19.425,Local,Sí,,80.5,7,1,0,0,NO,NO,1,79.875,88.33333333,84.16666667
BCHGCEBI,AD19,Profesional,SI,EIC,Femenino,20.27222222,Local,No,,78.5,7,1,0.25,0.25,NO,NO,1,87,94.33333333,91.58333333
BCHGCECC,AD19,Profesional,SI,EMCS,Femenino,19.16111111,Local,Sin información,,73,7,1.104166667,0,0,NO,NO,0,68.16666667,74.8,77.31578947
BCHGCEDF,AD19,Profesional,NO,EHE-EAAD,Masculino,19.78333333,Local,No,29,NA,6,1,0,0,SI,NO,1,84.33333333,84,85
BCHGCEEH,AD19,Profesional,SI,EN,Masculino,20.225,SI: Nacional,Sin información,,73,7,1,0,0,NO,NO,1,84.4,84.3,84.02777778
BCHGCEJD,AD19,Profesional,SI,EIC,Masculino,19.30555556,Local,No,,77,7,1,0,0,NO,NO,1,77.5,88,83.02777778
BCHGCFKH,AD19,Profesional,SI,EMCS,Femenino,19.625,Local,No,40,94.5,7,0.9375,0,0,NO,NO,1,89.45454545,93.3,93.4
BCHGCFKJ,AD19,Profesional,SI,EMCS,Femenino,19.26388889,Local,Sí,46,89,7,0.9375,0,0,NO,NO,1,77.85714286,61.7,73.79411765
BCHGCGBD,AD19,Profesional,SI,EN,Masculino,19.8,Local,No,,74.5,5,1,0,0,NO,NO,1,76,0,71.11111111
BCHGCGBJ,AD19,Profesional,SI,EN,Masculino,19.07222222,Local,Sin información,,75,7,1,0,0,NO,NO,1,91.55555556,90.63636364,91.30555556
BCHGCGCH,AD19,Profesional,SI,EIC,Masculino,19.5,Local,Sin información,,77,7,1,0,0,NO,NO,1,83.625,81.77777778,83.58333333
BCHGCGDD,AD19,Profesional,SI,ECSG,Femenino,19.40277778,Local,No,,75,7,1,0,0,NO,NO,1,91.33333333,88.125,89.63888889
BCHGCGEE,AD19,Profesional,SI,EHE-EAAD,Masculino,20.36944444,Local,No,,76.5,7,1,0,0,NO,NO,0,0,0,#N/A
BCHGCGEJ,AD19,Profesional,SI,EN,Femenino,19.83055556,Local,No,,70,7,1,0,0,NO,NO,1,91.7,95.1,93.77777778
BCHGCHEE,AD19,Profesional,SI,EN,Femenino,19.66388889,Local,No,,80.5,7,1,0,0,SI,NO,1,93,96.7,93.77777778
BCHGCHEF,AD19,Profesional,SI,EIC,Femenino,20.40555556,Local,No,,58,7,1,0,0,NO,NO,1,73.16666667,81.5,80.41176471
BCHGCHEH,AD19,Profesional,SI,EHE-EAAD,Femenino,19.51666667,Local,No,,84.5,7,1,0.15,0.15,NO,NO,1,86.33333333,90,88.16666667
BCHGCIBD,AD19,Profesional,SI,EIC,Masculino,19.50555556,Local,No,,78.5,7,1,0,0,NO,NO,1,85,94.11111111,90.25
BCHGCIBK,AD19,Profesional,SI,EIC,Femenino,19.18055556,Local,No,,77.5,4,1,0,0,NO,NO,1,82.14285714,94.25,87.6969697
BCHGCICH,AD19,Profesional,SI,ECSG,Femenino,19.62222222,Local,No,,82.5,5,1,0.2,0,NO,NO,1,94.16666667,90,92.77777778
BCHGCIGE,AD19,Profesional,SI,EIC,Masculino,20.55833333,Local,No,,90,7,1,0,0,NO,NO,1,89,92.55555556,91.66666667
BCHGCJCD,AD19,Profesional,NO,EIC,Masculino,19.37777778,Local,No,25,NA,6,1,0,0,NO,NO,1,89.85714286,87.11111111,88.09090909
BCHGCJCI,AD19,Profesional,SI,ECSG,Femenino,19.72222222,Local,No,31,78.5,7,1,0,0,NO,NO,1,93.66666667,95,94.88888889
BCHGCJKB,AD19,Profesional,NO,EN,Masculino,20.49444444,Local,Sí,42,NA,6,1,0,0,NO,NO,1,82.4,82.77777778,82.86111111
BCHGCKEE,AD19,Profesional,SI,EAAD-EIC,Masculino,19.31388889,SI: Nacional,No,,75.5,1,1,0.9,0,NO,NO,0,73,0,70
BCHGCKFK,AD19,Profesional,SI,ECSG,Masculino,19.80277778,Local,No,,70.5,4,1,0,0,NO,NO,1,86.66666667,89.125,89.30555556
BCHGCKJH,AD19,Profesional,SI,EHE-EAAD,Femenino,19.01111111,Local,No,36,78,4,1,0,0,NO,NO,1,87.83333333,90.33333333,89.08333333
BCHGDBDE,AD19,Profesional,SI,EIC,Femenino,18.35277778,Local,No,,57.5,4,1,0,0,NO,NO,1,83.85714286,88.875,87.74193548
BCHGDBDF,AD19,Profesional,SI,EN,Femenino,19.18333333,Local,No,,78,7,1,0.2,0,NO,NO,1,93.7,93.4,93.02777778
BCHGDBDI,AD19,Profesional,SI,EIC,Masculino,19.00277778,Local,Sí,,88.5,7,1,0,0,NO,NO,1,87.25,94,91.58333333
BCHGDBDJ,AD19,Profesional,SI,EN,Masculino,18.825,Local,No,,90.5,7,1,0,0,NO,NO,1,90.4,93.7,91.97222222
BCHGDBGB,AD19,Profesional,SI,EHE-EAAD,Femenino,19.25555556,Local,No,,93,7,1,0,0,NO,NO,1,94,96.83333333,95.41666667
BCHGDBGD,AD19,Profesional,SI,EIC,Masculino,18.38055556,Local,No,,78.5,7,1,0,0,NO,NO,1,82.5,84.66666667,84.69444444
BCHGDBGG,AD19,Profesional,SI,EIC,Masculino,18.51111111,Local,No,31,88.5,7,1,0.15,0.15,NO,NO,1,89.625,94.22222222,92.52777778
BCHGDBGH,AD19,Profesional,SI,EIC,Masculino,18.73888889,Local,No,,91,7,1,0,0,NO,NO,1,83,93.44444444,88.66666667
BCHGDBGK,AD19,Profesional,SI,EN,Masculino,18.33611111,Local,Sí,,80,7,1,0,0,NO,NO,1,88.9,92.4,91.13888889
BCHGDBHB,AD19,Profesional,SI,EIC,Masculino,18.24722222,Local,No,,99,7,1,0.6,0,NO,NO,1,96.125,98.22222222,97.30555556
BCHGDBHC,AD19,Profesional,SI,EN,Masculino,18.06666667,Local,No,,95,7,1,0,0,NO,NO,1,93.7,96.5,95.11111111
BCHGDBHF,AD19,Profesional,SI,EN,Masculino,19.26666667,Local,No,,75,7,1,0,0,NO,NO,1,90,93.3,91.41666667
BCHGDBHG,AD19,Profesional,SI,ECSG,Femenino,19.31666667,Local,No,,85,7,1,0,0.25,NO,NO,1,86.71428571,93.375,90.88888889
